id,debate_id,topic,round,speaker,stage,argument,fact_check,timestamp,user_id
482,f796815f-de21-475d-b5e2-e0f4099d9952,AI in healthcare,1,topic_generator,topic,AI in healthcare,1,2026-05-30T22:05:41.938565,
483,f796815f-de21-475d-b5e2-e0f4099d9952,AI in healthcare,1,pro,opening,Pro statement containing claims.,0,2026-05-30T22:05:41.949983,
484,f796815f-de21-475d-b5e2-e0f4099d9952,AI in healthcare,1,fact_checker,opening,Fact check failed: Factual error.,0,2026-05-30T22:05:41.963445,
485,f796815f-de21-475d-b5e2-e0f4099d9952,AI in healthcare,1,pro,opening,Pro statement containing claims.,1,2026-05-30T22:05:41.973951,
486,f796815f-de21-475d-b5e2-e0f4099d9952,AI in healthcare,1,fact_checker,opening,Fact check passed: Corrected and valid.,1,2026-05-30T22:05:41.986728,
487,f796815f-de21-475d-b5e2-e0f4099d9952,AI in healthcare,1,con,rebuttal,Con statement.,1,2026-05-30T22:05:42.000139,
488,f796815f-de21-475d-b5e2-e0f4099d9952,AI in healthcare,1,fact_checker,rebuttal,Fact check passed: Valid.,1,2026-05-30T22:05:42.013865,
489,f796815f-de21-475d-b5e2-e0f4099d9952,AI in healthcare,2,pro,counter,Pro statement containing claims.,1,2026-05-30T22:05:42.028971,
490,f796815f-de21-475d-b5e2-e0f4099d9952,AI in healthcare,2,fact_checker,counter,Fact check passed: Valid.,1,2026-05-30T22:05:42.043573,
491,f796815f-de21-475d-b5e2-e0f4099d9952,AI in healthcare,2,con,final_argument,Con statement.,1,2026-05-30T22:05:42.056338,
492,f796815f-de21-475d-b5e2-e0f4099d9952,AI in healthcare,2,fact_checker,final_argument,Fact check passed: Valid.,1,2026-05-30T22:05:42.068887,
493,f796815f-de21-475d-b5e2-e0f4099d9952,AI in healthcare,3,judge,verdict,"WINNER: CON

REASON: CON was more persuasive.",1,2026-05-30T22:05:42.082737,
